Family,Genus,Species,wingspan(mm),wingspan-male(mm),wingspan-female(mm),bodyVolume(mm3),hostType,num.Host.Plant.genera,Source
Geometridae,Geometra,papilionaria,55,,,,1,-,Slade-2013
Noctuidae,Apamea,anceps,43,,,,1,-,Slade-2013
Noctuidae,Noctua,pronuba,55,,,,0,-,Slade-2013
Noctuidae,Apamea,lithoxylaea,45,,,,1,-,Slade-2013
Geometridae,Campaea,margaritata,40,,,,0,-,Slade-2013
Notodontidae,Stauropus,fagi,60,,,,1,-,Slade-2013
Geometridae,Cyclophora,punctaria,28,,,,1,-,Slade-2013
Noctuidae,Colocasia,coryli,35,,,,0,-,Slade-2013
Drepanidae,Watsonalla,binaria,30,,,,1,-,Slade-2013
Notodontidae,Pterostoma,palpina,43,,,,1,-,Slade-2013
Lymantriidae,Calliteara,pudibunda,42,,,,0,-,Slade-2013
Thyatiridae,Thyatira,batis,35,,,,1,-,Slade-2013
Drepanidae,Drepana,falcataria,35,,,,1,-,Slade-2013
Geometridae,Biston,betularia,55,,,,0,-,Slade-2013
Noctuidae,Autographa,jota,40,,,,0,-,Slade-2013
Sphingidae,Laothoe,populi,80,,,,1,-,Slade-2013
Geometridae,Melanthia,procellata,40,,,,1,-,Slade-2013
Sphingidae,Sphinx,ligustri,110,,,,1,-,Slade-2013
Geometridae,Selenia,tetralunaria,44,,,,0,-,Slade-2013
Arctiidae,Phragmatobia,fuliginosa,35,,,,0,-,Slade-2013
Noctuidae,Apamea,sordens,40,,,,1,-,Slade-2013
Geometridae,Crocallis,elinguaria,38,,,,0,-,Slade-2013
Noctuidae,Bena,bicolorana,45,,,,1,-,Slade-2013
Geometridae,Ligdia,adustata,25,,,,1,-,Slade-2013
Geometridae,Plagodis,dolabraria,35,,,,1,-,Slade-2013
Noctuidae,Xestia,c-nigrum,36,,,,0,-,Slade-2013
Noctuidae,Hada,plebeja,35,,,,0,-,Slade-2013
Noctuidae,Agrotis,puta,30,,,,0,-,Slade-2013
Noctuidae,Autographa,gamma,40,,,,0,-,Slade-2013
Noctuidae,Apamea,scolopacina,35,,,,1,-,Slade-2013
Noctuidae,Euplexia,lucipara,33,,,,0,-,Slade-2013
Geometridae,Hemistola,chrysoprasaria,35,,,,1,-,Slade-2013
Noctuidae,Herminia,grisealis,25,,,,0,-,Slade-2013
Noctuidae,Abrostola,tripartita,33,,,,1,-,Slade-2013
Geometridae,Ourapteryx,sambucaria,54,,,,0,-,Slade-2013
Noctuidae,Charanyca,trigrammica,35,,,,0,-,Slade-2013
Arctiidae,Spilosoma,lubricipeda,40,,,,0,-,Slade-2013
Lymantriidae,Leucoma,salicis,45,,,,1,-,Slade-2013
Geometridae,Lomographa,bimaculata,28,,,,1,-,Slade-2013
Geometridae,Camptogramma,bilineata,27,,,,0,-,Slade-2013
Lymantriidae,Euproctis,similis,33,,,,0,-,Slade-2013
Hepialidae,Triodia,sylvina,31,,,,0,,Potocky-2018
Hepialidae,Korscheltellus,lupulina,30,,,,0,,Potocky-2018
Hepialidae,Pharmacis,fusconebulosa,40,,,,0,,Potocky-2018
Hepialidae,Pharmacis,carna,35,,,,0,,Potocky-2018
Hepialidae,Phymatopus,hecta,26,,,,0,,Potocky-2018
Hepialidae,Hepialus,humuli,65,,,,0,,Potocky-2018
Limacodidae,Apoda,limacodes,23,,,,0,,Potocky-2018
Limacodidae,Heterogenea,asella,16,,,,0,,Potocky-2018
Lasiocampidae,Poecilocampa,populi,34,,,,0,,Potocky-2018
Lasiocampidae,Trichiura,crataegi,30,,,,0,,Potocky-2018
Lasiocampidae,Eriogaster,lanestris,37,,,,0,,Potocky-2018
Lasiocampidae,Eriogaster,rimicola,25,,,,1,,Potocky-2018
Lasiocampidae,Eriogaster,catax,36,,,,0,,Potocky-2018
Lasiocampidae,Malacosoma,neustria,34,,,,0,,Potocky-2018
Lasiocampidae,Malacosoma,castrensis,33,,,,0,,Potocky-2018
Lasiocampidae,Malacosoma,franconica,27,,,,0,,Potocky-2018
Lasiocampidae,Lasiocampa,trifolii,43,,,,0,,Potocky-2018
Lasiocampidae,Lasiocampa,quercus,60,,,,0,,Potocky-2018
Lasiocampidae,Macrothylacia,rubi,57,,,,0,,Potocky-2018
Lasiocampidae,Dendrolimus,pini,61,,,,1,,Potocky-2018
Lasiocampidae,Euthrix,potatoria,39,,,,0,,Potocky-2018
Lasiocampidae,Cosmotriche,lobulina,41,,,,1,,Potocky-2018
Lasiocampidae,Phyllodesma,ilicifolia,39,,,,0,,Potocky-2018
Lasiocampidae,Phyllodesma,tremulifolia,41,,,,0,,Potocky-2018
Lasiocampidae,Gastropacha,quercifolia,70,,,,0,,Potocky-2018
Lasiocampidae,Gastropacha,populifolia,72,,,,0,,Potocky-2018
Lasiocampidae,Odonestis,pruni,57,,,,0,,Potocky-2018
Endromidae,Endromis,versicolora,60,,,,0,,Potocky-2018
Saturniidae,Aglia,tau,63,,,,0,,Potocky-2018
Saturniidae,Saturnia,pyri,135,,,,0,,Potocky-2018
Saturniidae,Saturnia,pavonia,49,,,,0,,Potocky-2018
Saturniidae,Saturnia,pavoniella,70,,,,0,,Potocky-2018
Saturniidae,Saturnia,spini,68,,,,0,,Potocky-2018
Saturniidae,Perisomena,caecigena,67,,,,1,,Potocky-2018
Lemoniidae,Lemonia,dumi,46,,,,0,,Potocky-2018
Lemoniidae,Lemonia,taraxaci,45,,,,0,,Potocky-2018
Sphingidae,Marumba,quercus,95,,,,1,,Potocky-2018
Sphingidae,Mimas,tiliae,70,,,,0,,Potocky-2018
Sphingidae,Smerinthus,ocellata,77,,,,0,,Potocky-2018
Sphingidae,Laothoe,populi,75,,,,0,,Potocky-2018
Sphingidae,Laothoe,amurensis,72,,,,1,,Potocky-2018
Sphingidae,Agrius,convolvuli,99,,,,0,,Potocky-2018
Sphingidae,Acherontia,atropos,105,,,,0,,Potocky-2018
Sphingidae,Sphinx,ligustri,100,,,,0,,Potocky-2018
Sphingidae,Hyloicus,pinastri,77,,,,1,,Potocky-2018
Sphingidae,Hemaris,tityus,40,,,,0,,Potocky-2018
Sphingidae,Hemaris,fuciformis,38,,,,0,,Potocky-2018
Sphingidae,Hemaris,croatica,43,,,,0,,Potocky-2018
Sphingidae,Macroglossum,stellatarum,40,,,,0,,Potocky-2018
Sphingidae,Daphnis,nerii,112,,,,0,,Potocky-2018
Sphingidae,Proserpinus,proserpina,45,,,,0,,Potocky-2018
Sphingidae,Hyles,euphorbiae,64,,,,0,,Potocky-2018
Sphingidae,Hyles,galii,64,,,,0,,Potocky-2018
Sphingidae,Hyles,vespertilio,65,,,,0,,Potocky-2018
Sphingidae,Hyles,hippophaes,65,,,,1,,Potocky-2018
Sphingidae,Hyles,livornica,78,,,,0,,Potocky-2018
Sphingidae,Deilephila,elpenor,57,,,,0,,Potocky-2018
Sphingidae,Deilephila,porcellus,47,,,,0,,Potocky-2018
Sphingidae,Hippotion,celerio,72,,,,0,,Potocky-2018
Drepanidae,Thyatira,batis,37,,,,1,,Potocky-2018
Drepanidae,Habrosyne,pyritoides,36,,,,1,,Potocky-2018
Drepanidae,Tethea,ocularis,38,,,,1,,Potocky-2018
Drepanidae,Tethea,or,38,,,,1,,Potocky-2018
Drepanidae,Tetheella,fluctuosa,39,,,,1,,Potocky-2018
Drepanidae,Ochropacha,duplaris,32,,,,1,,Potocky-2018
Drepanidae,Cymatophorina,diluta,32,,,,1,,Potocky-2018
Drepanidae,Polyploca,ridens,33,,,,1,,Potocky-2018
Drepanidae,Asphalia,ruficollis,29,,,,1,,Potocky-2018
Drepanidae,Achyla,flavicornis,37,,,,1,,Potocky-2018
Drepanidae,Falcaria,lacertinaria,34,,,,1,,Potocky-2018
Drepanidae,Watsonalla,binaria,31,,,,0,,Potocky-2018
Drepanidae,Watsonalla,cultraria,30,,,,1,,Potocky-2018
Drepanidae,Drepana,curvatula,34,,,,1,,Potocky-2018
Drepanidae,Drepana,falcataria,34,,,,0,,Potocky-2018
Drepanidae,Sabra,harpagula,38,,,,0,,Potocky-2018
Drepanidae,Cilix,glaucata,25,,,,1,,Potocky-2018
Geometridae,Archiearis,parthenias,35,,,,1,,Potocky-2018
Geometridae,Archiearis,notha,34,,,,1,,Potocky-2018
Geometridae,Archiearis,puella,30,,,,1,,Potocky-2018
Geometridae,Abraxas,grossulariata,40,,,,0,,Potocky-2018
Geometridae,Calospilos,sylvata,38,,,,0,,Potocky-2018
Geometridae,Lomaspilis,marginata,23,,,,0,,Potocky-2018
Geometridae,Lomaspilis,opis,25,,,,1,,Potocky-2018
Geometridae,Ligdia,adustata,27,,,,1,,Potocky-2018
Geometridae,Stegania,cararia,21,,,,1,,Potocky-2018
Geometridae,Stegania,trimaculata,20,,,,1,,Potocky-2018
Geometridae,Stegania,dilectaria,22,,,,1,,Potocky-2018
Geometridae,Heliomata,glarearia,23,,,,0,,Potocky-2018
Geometridae,Macaria,notata,29,,,,0,,Potocky-2018
Geometridae,Macaria,alternata,25,,,,0,,Potocky-2018
Geometridae,Macaria,signaria,27,,,,0,,Potocky-2018
Geometridae,Macaria,liturata,28,,,,0,,Potocky-2018
Geometridae,Macaria,wauaria,26,,,,1,,Potocky-2018
Geometridae,Macaria,artesiaria,25,,,,1,,Potocky-2018
Geometridae,Macaria,carbonaria,20,,,,1,,Potocky-2018
Geometridae,Chiasmia,clathrata,26,,,,0,,Potocky-2018
Geometridae,Bichroma,famula,24,,,,0,,Potocky-2018
Geometridae,Narraga,fasciolaria,20,,,,1,,Potocky-2018
Geometridae,Narraga,tessularia,15,,,,1,,Potocky-2018
Geometridae,Isturgia,limbaria,25,,,,1,,Potocky-2018
Geometridae,Isturgia,roraria,25,,,,1,,Potocky-2018
Geometridae,Itame,brunneata,23,,,,0,,Potocky-2018
Geometridae,Tephrina,murinaria,25,,,,0,,Potocky-2018
Geometridae,Tephrina,arenacearia,24,,,,0,,Potocky-2018
Geometridae,Phyllometra,culminaria,21,,,,0,,Potocky-2018
Geometridae,Cepphis,advenaria,26,,,,0,,Potocky-2018
Geometridae,Petrophora,chlorosata,29,,,,1,,Potocky-2018
Geometridae,Lignyoptera,fumidaria,30,,,,0,,Potocky-2018
Geometridae,Plagodis,pulveraria,29,,,,0,,Potocky-2018
Geometridae,Plagodis,dolabraria,30,,,,0,,Potocky-2018
Geometridae,Pachycnemia,hippocastanaria,28,,,,1,,Potocky-2018
Geometridae,Opisthograptis,luteolata,34,,,,0,,Potocky-2018
Geometridae,Epione,repandaria,25,,,,0,,Potocky-2018
Geometridae,Epione,vespertaria,25,,,,0,,Potocky-2018
Geometridae,Therapis,flavicaria,26,,,,1,,Potocky-2018
Geometridae,Pseudopanthera,macularia,27,,,,0,,Potocky-2018
Geometridae,Eilicrinia,cordiaria,28,,,,1,,Potocky-2018
Geometridae,Eilicrinia,trinotata,23,,,,1,,Potocky-2018
Geometridae,Hypoxystis,pluviaria,33,,,,0,,Potocky-2018
Geometridae,Apeira,syringaria,24,,,,0,,Potocky-2018
Geometridae,Ennomos,autumnaria,46,,,,0,,Potocky-2018
Geometridae,Ennomosquercinaria,,33,,,,0,,Potocky-2018
Geometridae,Ennomos,alniaria,37,,,,0,,Potocky-2018
Geometridae,Ennomos,fuscantaria,39,,,,1,,Potocky-2018
Geometridae,Ennomos,erosaria,35,,,,0,,Potocky-2018
Geometridae,Ennomos,quercaria,32,,,,1,,Potocky-2018
Geometridae,Selenia,dentaria,36,,,,0,,Potocky-2018
Geometridae,Selenia,lunularia,36,,,,0,,Potocky-2018
Geometridae,Selenia,tetralunaria,29,,,,0,,Potocky-2018
Geometridae,Artiora,evonymaria,31,,,,1,,Potocky-2018
Geometridae,Odontopera,bidentata,43,,,,0,,Potocky-2018
Geometridae,Crocallis,tusciaria,34,,,,0,,Potocky-2018
Geometridae,Crocallis,elinguaria,41,,,,0,,Potocky-2018
Geometridae,Ourapteryx,sambucaria,50,,,,0,,Potocky-2018
Geometridae,Colotois,pennaria,43,,,,0,,Potocky-2018
Geometridae,Angerona,prunaria,42,,,,0,,Potocky-2018
Geometridae,Chondrosoma,fiduciaria,24,,,,1,,Potocky-2018
Geometridae,Apocheima,hispidaria,34,,,,0,,Potocky-2018
Geometridae,Apocheima,pilosaria,44,,,,0,,Potocky-2018
Geometridae,Lycia,hirtaria,43,,,,0,,Potocky-2018
Geometridae,Lycia,isabellae,29,,,,1,,Potocky-2018
Geometridae,Lycia,zonaria,31,,,,0,,Potocky-2018
Geometridae,Lycia,pomonaria,30,,,,0,,Potocky-2018
Geometridae,Biston,strataria,48,,,,0,,Potocky-2018
Geometridae,Biston,betularia,47,,,,0,,Potocky-2018
Geometridae,Agriopis,leucophaearia,30,,,,1,,Potocky-2018
Geometridae,Agriopis,bajaria,33,,,,0,,Potocky-2018
Geometridae,Agriopis,aurantiaria,37,,,,0,,Potocky-2018
Geometridae,Agriopis,marginaria,34,,,,0,,Potocky-2018
Geometridae,Erannis,defoliaria,39,,,,0,,Potocky-2018
Geometridae,Erannis,ankeraria,36,,,,1,,Potocky-2018
Geometridae,Nychiodes,dalmatina,39,,,,0,,Potocky-2018
Geometridae,Synopsia,sociaria,35,,,,0,,Potocky-2018
Geometridae,Paraboarmia,viertlii,26,,,,0,,Potocky-2018
Geometridae,Peribatodes,rhomboidaria,34,,,,0,,Potocky-2018
Geometridae,Peribatodes,umbraria,37,,,,0,,Potocky-2018
Geometridae,Peribatodes,secundaria,30,,,,0,,Potocky-2018
Geometridae,Peribatodes,ilicaria,30,,,,0,,Potocky-2018
Geometridae,Selidosema,brunnearia,34,,,,0,,Potocky-2018
Geometridae,Selidosema,plumaria,33,,,,0,,Potocky-2018
Geometridae,Cleora,cinctaria,32,,,,0,,Potocky-2018
Geometridae,Deileptenia,ribeata,39,,,,0,,Potocky-2018
Geometridae,Alcis,repandata,43,,,,0,,Potocky-2018
Geometridae,Alcis,bastelbergeri,45,,,,0,,Potocky-2018
Geometridae,Alcis,jubata,25,,,,1,,Potocky-2018
Geometridae,Arichanna,melanaria,38,,,,1,,Potocky-2018
Geometridae,Hypomecis,roboraria,52,,,,0,,Potocky-2018
Geometridae,Hypomecis,punctinalis,42,,,,0,,Potocky-2018
Geometridae,Hypomecis,danieli,40,,,,1,,Potocky-2018
Geometridae,Cleorodes,lichenaria,30,,,,1,,Potocky-2018
Geometridae,Fagivorina,arenaria,31,,,,0,,Potocky-2018
Geometridae,Ascotis,selenaria,41,,,,0,,Potocky-2018
Geometridae,Ectropis,crepuscularia,34,,,,0,,Potocky-2018
Geometridae,Paradarisa,consonaria,35,,,,0,,Potocky-2018
Geometridae,Parectropis,similaria,32,,,,0,,Potocky-2018
Geometridae,Aethalura,punctulata,27,,,,1,,Potocky-2018
Geometridae,Ematurga,atomaria,26,,,,0,,Potocky-2018
Geometridae,Tephronia,sepiaria,21,,,,1,,Potocky-2018
Geometridae,Eumannia,lepraria,22,,,,0,,Potocky-2018
Geometridae,Bupalus,piniaria,35,,,,0,,Potocky-2018
Geometridae,Cabera,pusaria,30,,,,0,,Potocky-2018
Geometridae,Cabera,leptographa,23,,,,1,,Potocky-2018
Geometridae,Cabera,exanthemata,27,,,,0,,Potocky-2018
Geometridae,Lomographa,bimaculata,25,,,,0,,Potocky-2018
Geometridae,Lomographa,temerata,27,,,,0,,Potocky-2018
Geometridae,Aleucis,distinctata,24,,,,1,,Potocky-2018
Geometridae,Theria,rupicapraria,34,,,,1,,Potocky-2018
Geometridae,Theria,primaria,34,,,,1,,Potocky-2018
Geometridae,Campaea,margaritata,42,,,,0,,Potocky-2018
Geometridae,Campaea,honoraria,47,,,,1,,Potocky-2018
Geometridae,Hylaea,fasciaria,35,,,,1,,Potocky-2018
Geometridae,Pungeleria,capreolaria,28,,,,1,,Potocky-2018
Geometridae,Gnophos,furvata,49,,,,0,,Potocky-2018
Geometridae,Odontognophos,dumetata,37,,,,1,,Potocky-2018
Geometridae,Charissa,obscurata,30,,,,0,,Potocky-2018
Geometridae,Charissa,ambiguata,30,,,,0,,Potocky-2018
Geometridae,Charissa,pullata,34,,,,0,,Potocky-2018
Geometridae,Charissa,intermedia,26,,,,0,,Potocky-2018
Geometridae,Charissa,glaucinaria,29,,,,0,,Potocky-2018
Geometridae,Charissa,variegata,25,,,,0,,Potocky-2018
Geometridae,Elophos,dilucidaria,31,,,,0,,Potocky-2018
Geometridae,Elophos,serotinaria,32,,,,0,,Potocky-2018
Geometridae,Elophos,vittaria,35,,,,0,,Potocky-2018
Geometridae,Elophos,operaria,32,,,,0,,Potocky-2018
Geometridae,Psodos,quadrifaria,23,,,,0,,Potocky-2018
Geometridae,Glacies,canaliculata,20,,,,0,,Potocky-2018
Geometridae,Glacies,noricana,24,,,,0,,Potocky-2018
Geometridae,Glacies,coracina,21,,,,0,,Potocky-2018
Geometridae,Glacies,alpinata,22,,,,1,,Potocky-2018
Geometridae,Siona,lineata,41,,,,0,,Potocky-2018
Geometridae,Chariaspilates,formosaria,33,,,,0,,Potocky-2018
Geometridae,Aspitates,gilvaria,30,,,,0,,Potocky-2018
Geometridae,Dyscia,conspersaria,31,,,,0,,Potocky-2018
Geometridae,Dyscia,fagaria,31,,,,0,,Potocky-2018
Geometridae,Perconia,strigillaria,33,,,,0,,Potocky-2018
Geometridae,Epirranthis,diversata,42,,,,1,,Potocky-2018
Geometridae,Alsophila,aescularia,32,,,,0,,Potocky-2018
Geometridae,Alsophila,aceraria,29,,,,0,,Potocky-2018
Geometridae,Orthostixis,cribraria,31,,,,1,,Potocky-2018
Geometridae,Aplasta,ononaria,24,,,,1,,Potocky-2018
Geometridae,Pseudoterpna,pruinata,30,,,,1,,Potocky-2018
Geometridae,Geometra,papilionaria,46,,,,0,,Potocky-2018
Geometridae,Comibaena,bajularia,30,,,,1,,Potocky-2018
Geometridae,Antonechloris,smaragdaria,27,,,,0,,Potocky-2018
Geometridae,Hemithea,aestivaria,26,,,,0,,Potocky-2018
Geometridae,Chlorissa,viridata,20,,,,0,,Potocky-2018
Geometridae,Chlorissa,cloraria,18,,,,0,,Potocky-2018
Geometridae,Chlorissa,etruscaria,19,,,,0,,Potocky-2018
Geometridae,Thalera,fimbrialis,29,,,,0,,Potocky-2018
Geometridae,Hemistola,chrysoprasaria,32,,,,1,,Potocky-2018
Geometridae,Jodis,lactearia,20,,,,0,,Potocky-2018
Geometridae,Jodis,putata,18,,,,1,,Potocky-2018
Geometridae,Eucrostes,indigenata,17,,,,1,,Potocky-2018
Geometridae,Cyclophora,pendularia,25,,,,1,,Potocky-2018
Geometridae,Cyclophora,albiocellaria,23,,,,1,,Potocky-2018
Geometridae,Cyclophora,annularia,23,,,,1,,Potocky-2018
Geometridae,Cyclophora,albipunctata,24,,,,1,,Potocky-2018
Geometridae,Cyclophora,puppillaria,25,,,,1,,Potocky-2018
Geometridae,Cyclophora,ruficiliaria,27,,,,1,,Potocky-2018
Geometridae,Cyclophora,porata,24,,,,1,,Potocky-2018
Geometridae,Cyclophora,quercimontaria,22,,,,1,,Potocky-2018
Geometridae,Cyclophora,punctaria,26,,,,1,,Potocky-2018
Geometridae,Cyclophora,suppunctaria,26,,,,1,,Potocky-2018
Geometridae,Cyclophora,linearia,25,,,,1,,Potocky-2018
Geometridae,Timandra,comae,29,,,,1,,Potocky-2018
Geometridae,Scopula,immorata,26,,,,0,,Potocky-2018
Geometridae,Scopula,corrivalaria,20,,,,0,,Potocky-2018
Geometridae,Scopula,caricaria,21,,,,0,,Potocky-2018
Geometridae,Scopula,nemoraria,28,,,,0,,Potocky-2018
Geometridae,Scopula,umbelaria,30,,,,0,,Potocky-2018
Geometridae,Scopula,nigropunctata,27,,,,0,,Potocky-2018
Geometridae,Scopula,virgulata,21,,,,0,,Potocky-2018
Geometridae,Scopula,ornata,23,,,,0,,Potocky-2018
Geometridae,Scopula,decorata,24,,,,1,,Potocky-2018
Geometridae,Scopula,rubiginata,19,,,,0,,Potocky-2018
Geometridae,Scopula,marginepunctata,22,,,,0,,Potocky-2018
Geometridae,Scopula,incanata,27,,,,0,,Potocky-2018
Geometridae,Scopula,immutata,22,,,,0,,Potocky-2018
Geometridae,Scopula,ternata,25,,,,0,,Potocky-2018
Geometridae,Scopula,flaccidaria,21,,,,0,,Potocky-2018
Geometridae,Scopula,floslactata,27,,,,0,,Potocky-2018
Geometridae,Scopula,subpunctaria,26,,,,0,,Potocky-2018
Geometridae,Scopula,emutaria,23,,,,0,,Potocky-2018
Geometridae,Idaea,rufaria,23,,,,1,,Potocky-2018
Geometridae,Idaea,sericeata,19,,,,0,,Potocky-2018
Geometridae,Idaea,antiquaria,22,,,,0,,Potocky-2018
Geometridae,Idaea,ochrata,21,,,,0,,Potocky-2018
Geometridae,Idaea,serpentata,18,,,,0,,Potocky-2018
Geometridae,Idaea,aureolaria,17,,,,0,,Potocky-2018
Geometridae,Idaea,muricata,18,,,,0,,Potocky-2018
Geometridae,Idaea,rusticata,17,,,,0,,Potocky-2018
Geometridae,Idaea,filicata,16,,,,0,,Potocky-2018
Geometridae,Idaea,laevigata,15,,,,0,,Potocky-2018
Geometridae,Idaea,moniliata,18,,,,0,,Potocky-2018
Geometridae,Idaea,sylvestraria,18,,,,0,,Potocky-2018
Geometridae,Idaea,elongaria,15,,,,0,,Potocky-2018
Geometridae,Idaea,obsoletaria,15,,,,0,,Potocky-2018
Geometridae,Idaea,biselata,18,,,,0,,Potocky-2018
Geometridae,Idaea,inquinata,16,,,,0,,Potocky-2018
Geometridae,Idaea,dilutaria,16,,,,0,,Potocky-2018
Geometridae,Idaea,fuscovenosa,16,,,,0,,Potocky-2018
Geometridae,Idaea,humiliata,16,,,,1,,Potocky-2018
Geometridae,Idaea,politaria,16,,,,0,,Potocky-2018
Geometridae,Idaea,seriata,16,,,,0,,Potocky-2018
Geometridae,Idaea,dimidiata,16,,,,0,,Potocky-2018
Geometridae,Idaea,subsericeata,20,,,,0,,Potocky-2018
Geometridae,Idaea,pallidata,20,,,,0,,Potocky-2018
Geometridae,Idaea,contiguaria,18,,,,0,,Potocky-2018
Geometridae,Idaea,trigeminata,19,,,,0,,Potocky-2018
Geometridae,Idaea,nitidata,23,,,,0,,Potocky-2018
Geometridae,Idaea,emarginata,21,,,,0,,Potocky-2018
Geometridae,Idaea,aversata,27,,,,0,,Potocky-2018
Geometridae,Idaea,rubraria,23,,,,0,,Potocky-2018
Geometridae,Idaea,degeneraria,23,,,,0,,Potocky-2018
Geometridae,Idaea,straminata,26,,,,0,,Potocky-2018
Geometridae,Idaea,deversaria,25,,,,0,,Potocky-2018
Geometridae,Rhodostrophia,vibicaria,29,,,,0,,Potocky-2018
Geometridae,Rhodostrophia,calabra,31,,,,1,,Potocky-2018
Geometridae,Rhodometra,sacraria,25,,,,0,,Potocky-2018
Geometridae,Lythria,purpuraria,24,,,,1,,Potocky-2018
Geometridae,Lythria,cruentaria,18,,,,1,,Potocky-2018
Geometridae,Cataclysme,riguata,22,,,,1,,Potocky-2018
Geometridae,Phibalapteryx,virgata,21,,,,1,,Potocky-2018
Geometridae,Scotopteryx,moeniata,28,,,,1,,Potocky-2018
Geometridae,Scotopteryx,coarctaria,26,,,,1,,Potocky-2018
Geometridae,Scotopteryx,bipunctaria,29,,,,0,,Potocky-2018
Geometridae,Scotopteryx,chenopodiata,31,,,,0,,Potocky-2018
Geometridae,Scotopteryx,mucronata,27,,,,0,,Potocky-2018
Geometridae,Scotopteryx,luridata,28,,,,0,,Potocky-2018
Geometridae,Orthonama,vittata,23,,,,0,,Potocky-2018
Geometridae,Orthonama,obstipata,21,,,,0,,Potocky-2018
Geometridae,Xanthorhoe,biriviata,25,,,,1,,Potocky-2018
Geometridae,Xanthorhoe,designata,23,,,,0,,Potocky-2018
Geometridae,Xanthorhoe,spadicearia,23,,,,0,,Potocky-2018
Geometridae,Xanthorhoe,ferrugata,22,,,,0,,Potocky-2018
Geometridae,Xanthorhoe,quadrifasciata,27,,,,0,,Potocky-2018
Geometridae,Xanthorhoe,montanata,28,,,,0,,Potocky-2018
Geometridae,Xanthorhoe,fluctuata,24,,,,0,,Potocky-2018
Geometridae,Xanthorhoe,incursata,25,,,,1,,Potocky-2018
Geometridae,Catarhoe,rubidata,25,,,,1,,Potocky-2018
Geometridae,Catarhoe,cuculata,25,,,,1,,Potocky-2018
Geometridae,Epirrhoe,hastulata,21,,,,1,,Potocky-2018
Geometridae,Epirrhoe,pupillata,22,,,,1,,Potocky-2018
Geometridae,Epirrhoe,tristata,23,,,,1,,Potocky-2018
Geometridae,Epirrhoe,alternata,24,,,,1,,Potocky-2018
Geometridae,Epirrhoe,rivata,26,,,,1,,Potocky-2018
Geometridae,Epirrhoe,molluginata,27,,,,1,,Potocky-2018
Geometridae,Epirrhoe,galiata,23,,,,1,,Potocky-2018
Geometridae,Costaconvexa,polygrammata,22,,,,1,,Potocky-2018
Geometridae,Camptogramma,bilineata,26,,,,0,,Potocky-2018
Geometridae,Entephria,nobiliaria,31,,,,1,,Potocky-2018
Geometridae,Entephria,cyanata,29,,,,0,,Potocky-2018
Geometridae,Entephria,flavicinctata,30,,,,0,,Potocky-2018
Geometridae,Entephria,infidaria,30,,,,0,,Potocky-2018
Geometridae,Entephria,caesiata,30,,,,0,,Potocky-2018
Geometridae,Larentia,clavaria,33,,,,1,,Potocky-2018
Geometridae,Anticlea,badiata,28,,,,1,,Potocky-2018
Geometridae,Anticlea,derivata,26,,,,1,,Potocky-2018
Geometridae,Mesoleuca,albicillata,28,,,,1,,Potocky-2018
Geometridae,Pelurga,comitata,31,,,,0,,Potocky-2018
Geometridae,Lampropteryx,suffumata,28,,,,1,,Potocky-2018
Geometridae,Lampropteryx,otregiata,23,,,,1,,Potocky-2018
Geometridae,Cosmorhoe,ocellata,23,,,,1,,Potocky-2018
Geometridae,Nebula,salicata,24,,,,1,,Potocky-2018
Geometridae,Nebula,tophaceata,28,,,,1,,Potocky-2018
Geometridae,Nebula,nebulata,26,,,,1,,Potocky-2018
Geometridae,Nebula,achromaria,24,,,,1,,Potocky-2018
Geometridae,Eulithis,prunata,31,,,,1,,Potocky-2018
Geometridae,Eulithis,testata,30,,,,1,,Potocky-2018
Geometridae,Eulithis,populata,26,,,,0,,Potocky-2018
Geometridae,Eulithis,mellinata,26,,,,1,,Potocky-2018
Geometridae,Eulithis,pyraliata,29,,,,1,,Potocky-2018
Geometridae,Eulithis,pyropata,29,,,,1,,Potocky-2018
Geometridae,Ecliptopera,silaceata,26,,,,0,,Potocky-2018
Geometridae,Ecliptopera,capitata,23,,,,1,,Potocky-2018
Geometridae,Chloroclysta,siterata,28,,,,0,,Potocky-2018
Geometridae,Chloroclysta,miata,28,,,,0,,Potocky-2018
Geometridae,Chloroclysta,citrata,30,,,,0,,Potocky-2018
Geometridae,Chloroclysta,infuscata,28,,,,1,,Potocky-2018
Geometridae,Chloroclysta,truncata,30,,,,0,,Potocky-2018
Geometridae,Cidaria,fulvata,23,,,,1,,Potocky-2018
Geometridae,Plemyria,rubiginata,24,,,,1,,Potocky-2018
Geometridae,Pennithera,firmata,29,,,,1,,Potocky-2018
Geometridae,Thera,obeliscata,27,,,,0,,Potocky-2018
Geometridae,Thera,variata,25,,,,0,,Potocky-2018
Geometridae,Thera,britannica,28,,,,0,,Potocky-2018
Geometridae,Thera,vetustata,23,,,,1,,Potocky-2018
Geometridae,Thera,cognata,24,,,,1,,Potocky-2018
Geometridae,Thera,juniperata,23,,,,1,,Potocky-2018
Geometridae,Eustroma,reticulata,25,,,,1,,Potocky-2018
Geometridae,Electrophaes,corylata,25,,,,0,,Potocky-2018
Geometridae,Colostygia,aptata,22,,,,1,,Potocky-2018
Geometridae,Colostygia,olivata,24,,,,1,,Potocky-2018
Geometridae,Colostygia,aqueata,31,,,,0,,Potocky-2018
