butterfly,host_species,host_family
Appias_paulina,Drypetes,Euphorbiaceae
Appias_paulina,Drypetes indica,Euphorbiaceae
Appias_sabina,Ritchiea polypetala,Capparaceae
Appias_sabina,Drypetes,Euphorbiaceae
Appias_sabina,Boscia,Capparaceae
Appias_sabina,Ritchiea,Capparaceae
Appias_sabina,Drypetes ugandensis,Euphorbiaceae
Appias_sabina,Phyllanthus,Euphorbiaceae
Appias_sabina,Drypetes gerrardii,Euphorbiaceae
Araragi_enthea,,Juglandaceae
Araragi_enthea,Quercus acutissima,Fagaceae
Araragi_enthea,Juglans mandschurica,Juglandaceae
Araragi_enthea,Juglans cathayensis,Juglandaceae
Araragi_enthea,Juglans,Juglandaceae
Araragi_enthea,Quercus glauca,Fagaceae
Araragi_enthea,Juglans ailanthifolia,Juglandaceae
Araschnia_burejana,Boehmeria,Urticaceae
Araschnia_burejana,Boehmeria spicata,Urticaceae
Araschnia_burejana,Urtica,Urticaceae
Araschnia_levana,Urtica angustifolia,Urticaceae
Araschnia_levana,Urtica dioica,Urticaceae
Araschnia_levana,Laportea,Urticaceae
Araschnia_levana,Laportea bulbifera,Urticaceae
Araschnia_levana,Urtica,Urticaceae
Araschnia_levana,Urtica urens,Urticaceae
Archon_apollinus,Aristolochia paecilantha,Aristolochiaceae
Archon_apollinus,Aristolochia serpentaria,Aristolochiaceae
Archon_apollinus,Aristolochia scabridula,Aristolochiaceae
Archon_apollinus,Aristolochia debilis,Aristolochiaceae
Archon_apollinus,Aristolochia maurorum,Aristolochiaceae
Archon_apollinus,Aristolochia hirta,Aristolochiaceae
Arethusana_arethusa,,Gramineae
Arethusana_arethusa,Lolium rigidum,Gramineae
Arethusana_arethusa,Lolium arundinaceum,Gramineae
Arethusana_arethusa,Poa annua,Gramineae
Arethusana_arethusa,Dactylis,Gramineae
Arethusana_arethusa,Lolium pratense,Gramineae
Arethusana_arethusa,Festuca,Gramineae
Arethusana_arethusa,Dactylis glomerata,Gramineae
Arethusana_arethusa,Lolium,Gramineae
Arethusana_arethusa,Brachypodium phoenicoides,Gramineae
Arethusana_arethusa,Festuca ovina,Gramineae
Arethusana_arethusa,Poa,Gramineae
Argynnis_adippe,Viola riviniana,Violaceae
Argynnis_adippe,Viola odorata,Violaceae
Argynnis_aglaja,Viola riviniana,Violaceae
Argynnis_aglaja,Viola hirta,Violaceae
Argynnis_aglaja,Viola palustris,Violaceae
Argynnis_anadyomene,Viola philippica ?,Violaceae
Argynnis_anadyomene,Viola mandshurica,Violaceae
Argynnis_anadyomene,Viola,Violaceae
Argynnis_anadyomene,Viola grypoceras,Violaceae
Argynnis_anadyomene,Viola selkirkii,Violaceae
Argynnis_paphia,Hesperis matronalis,Cruciferae
Argynnis_paphia,Hesperis,Cruciferae
Argynnis_paphia,Rubus,Rosaceae
Argynnis_paphia,Viola riviniana,Violaceae
Argynnis_paphia,Urtica dioica,Urticaceae
Argynnis_paphia,Viola odorata,Violaceae
Argynnis_paphia,Rubus idaeus,Rosaceae
Argynnis_paphia,Viola,Violaceae
Argynnis_paphia,Cardamine bulbifera,Cruciferae
Argynnis_paphia,Erysimum cheiri,Cruciferae
Argynnis_paphia,Viola canina,Violaceae
Argynnis_paphia,Crataegus monogyna,Rosaceae
Argynnis_paphia,Prunus spinosa,Rosaceae
Argynnis_paphia,Viola palustris,Violaceae
Argyreus_hyperbius,Viola diffusa,Violaceae
Argyreus_hyperbius,Antirrhinum majus,Scrophulariaceae
Argyreus_hyperbius,Viola mandshurica,Violaceae
Argyreus_hyperbius,Viola odorata,Violaceae
Argyreus_hyperbius,Viola,Violaceae
Argyreus_hyperbius,Viola formosana,Violaceae
Argyreus_hyperbius,Viola betonicifolia,Violaceae
Argyreus_hyperbius,Viola selkirkii,Violaceae
Argyreus_hyperbius,Viola nagasawai,Violaceae
Argyreus_hyperbius,Viola patrinii,Violaceae
Argyreus_hyperbius,Viola confusa,Violaceae
Argyreus_hyperbius,Viola grypoceras,Violaceae
Argyreus_hyperbius,Viola tricolor,Violaceae
Argyreus_hyperbius,Viola keiskei,Violaceae
Argyreus_hyperbius,Viola philippica,Violaceae
Argyreus_hyperbius,Viola verecunda,Violaceae
Argyreus_hyperbius,Viola bentonicifolia,Violaceae
Argyronome_laodice,Viola canina,Violaceae
Argyronome_laodice,Viola palustris,Violaceae
Argyronome_laodice,Viola,Violaceae
Argyrophorus_argenteus,Cynodon dactylon,Gramineae
Arhopala_abseus,,Fagaceae
Arhopala_abseus,Shorea palembanica,Dipterocarpaceae
Arhopala_alaconia,Dipterocarpus baudii,Dipterocarpaceae
Arhopala_amphimuta,,Euphorbiaceae
Arhopala_amphimuta,Macaranga,Euphorbiaceae
Arhopala_antimuta,Lithocarpus,Fagaceae
Arhopala_antimuta,Lithocarpus macphailii,Fagaceae
Arhopala_atosia,,Fagaceae
Arhopala_atosia,Shorea roxburghii,Dipterocarpaceae
Arhopala_atosia,Anisoptera laevis,Dipterocarpaceae
Arhopala_atosia,Macaranga gigantea,Euphorbiaceae
Arhopala_buddha,,Fagaceae
Arhopala_centaurus,,Sapindaceae
Arhopala_centaurus,Anacardium occidentale,Anacardiaceae
Arhopala_centaurus,Lagerstroemia,Lythraceae
Arhopala_centaurus,Terminalia tomentosa,Combretaceae
Arhopala_centaurus,Hopea,Dipterocarpaceae
Arhopala_centaurus,Eugenia jambos,Myrtaceae
Arhopala_centaurus,Terminalia,Combretaceae
Arhopala_centaurus,Xylia xylocarpa,Fabaceae
Arhopala_centaurus,Schleichera oleosa,Sapindaceae
Arhopala_centaurus,Syzygium fruticosum,Myrtaceae
Arhopala_ganesa,,Fagaceae
Arhopala_ganesa,Quercus salicina,Fagaceae
Arhopala_ganesa,Quercus gilva,Fagaceae
Arhopala_ganesa,Quercus stenophylloides,Fagaceae
Arhopala_ganesa,Quercus incana,Fagaceae
Arhopala_horsfieldi,Lithocarpus macphailii,Fagaceae
Arhopala_japonica,,Fagaceae
Arhopala_japonica,Quercus,Fagaceae
Arhopala_japonica,Quercus mongolica,Fagaceae
Arhopala_japonica,Quercus acutissima,Fagaceae
Arhopala_japonica,Quercus miyagii,Fagaceae
Arhopala_japonica,Quercus aliena,Fagaceae
Arhopala_japonica,Quercus cerris,Fagaceae
Arhopala_japonica,Quercus sessilifolia,Fagaceae
Arhopala_japonica,Quercus acuta,Fagaceae
Arhopala_japonica,Lithocarpus konishii,Fagaceae
Arhopala_japonica,Quercus salicina,Fagaceae
Arhopala_japonica,Quercus phillyraeoides,Fagaceae
Arhopala_japonica,Quercus serrata,Fagaceae
Arhopala_japonica,Quercus glauca,Fagaceae
Arhopala_japonica,Quercus gilva,Fagaceae
Arhopala_japonica,Quercus stenophylloides,Fagaceae
Arhopala_madytus,,Combretaceae
Arhopala_major,,Euphorbiaceae
Arhopala_moolaiana,,Euphorbiaceae
Arhopala_muta,,Fagaceae
Arhopala_muta,Lithocarpus falconeri,Fagaceae
Arhopala_pseudocentaurus,,Combretaceae
Arhopala_pseudocentaurus,Terminalia paniculata,Combretaceae
Arhopala_pseudocentaurus,Cynometra iripa,Fabaceae
Arhopala_pseudocentaurus,Sonneratia alba,Lythraceae
Arhopala_pseudocentaurus,Shorea sumatrana,Dipterocarpaceae
Arhopala_pseudocentaurus,Syzygium samarangense,Myrtaceae
Arhopala_pseudocentaurus,Terminalia,Combretaceae
Arhopala_pseudocentaurus,Dipterocarpus,Dipterocarpaceae
Arhopala_pseudocentaurus,Memecylon andamanicum,Melastomataceae
Arhopala_pseudocentaurus,Lagerstroemia hypoleuca,Lythraceae
Arhopala_pseudocentaurus,Rosa,Rosaceae
Arhopala_pseudocentaurus,Eugenia javanica,Myrtaceae
Arhopala_pseudocentaurus,Lithocarpus ewyckii,Fagaceae
Arhopala_pseudocentaurus,Heritiera littoralis,Sterculiaceae
Arhopala_pseudocentaurus,Eugenia,Myrtaceae
Arhopala_pseudocentaurus,Syzygium fruticosum,Myrtaceae
Arhopala_pseudocentaurus,Mangifera indica,Anacardiaceae
Arhopala_zylda,,Euphorbiaceae
Ariadne_ariadne,Ricinus,Euphorbiaceae
Ariadne_ariadne,Acalypha australis,Euphorbiaceae
Ariadne_ariadne,Tragia cannabina,Euphorbiaceae
Ariadne_ariadne,Gossypium,Malvaceae
Ariadne_ariadne,Tragia hispida,Euphorbiaceae
Ariadne_ariadne,Ricinus communis,Euphorbiaceae
Ariadne_ariadne,Casuarina,Casuarinaceae
Ariadne_ariadne,Cnesmone javanica,Euphorbiaceae
Ariadne_enotrea,Tragia benthamii,Euphorbiaceae
Ariadne_enotrea,Tragia volubilis,Euphorbiaceae
Ariadne_enotrea,Dalechampia ipomoeifolia,Euphorbiaceae
Ariadne_enotrea,Tragia,Euphorbiaceae
Ariadne_enotrea,Dalechampia,Euphorbiaceae
Ariadne_enotrea,Tragia brevipes,Euphorbiaceae
Aricia_agestis,,Geraniaceae
Aricia_agestis,Helianthemum nummularium,Cistaceae
Aricia_agestis,Geranium molle,Geraniaceae
Aricia_agestis,Erodium cicutarium,Geraniaceae
Aricia_artaxerxes,,Geraniaceae
Aricia_artaxerxes,Geranium,Geraniaceae
Aricia_artaxerxes,Helianthemum nummularium,Cistaceae
Aricia_artaxerxes,Geranium silvaticum,Geraniaceae
Aricia_eumedon,,Geraniaceae
Aricia_nicias,,Geraniaceae
Artopoetes_pryeri,,Rosaceae
Artopoetes_pryeri,Syringa,Oleaceae
Artopoetes_pryeri,Ligustrum,Oleaceae
Artopoetes_pryeri,Ligustrum obtusifolium,Oleaceae
Ascia_monuste,,Cruciferae
Ascia_monuste,Armoracia rusticana,Cruciferae
Ascia_monuste,Sinapis alba,Cruciferae
Ascia_monuste,Brassica oleracea,Cruciferae
Ascia_monuste,Cleome rutidosperma,Capparaceae
Ascia_monuste,Cakile edentula,Cruciferae
Ascia_monuste,Armoracia lapathifolia,Cruciferae
Ascia_monuste,Tropaeolum,Tropaeolaceae
Ascia_monuste,Batis maritima,Bataceae
Ascia_monuste,Rorippa,Cruciferae
Ascia_monuste,Capsella,Cruciferae
Ascia_monuste,Cleome spinosa,Capparaceae
Ascia_monuste,Polanisia,Capparaceae
Ascia_monuste,Cleome gynandra,Capparaceae
Ascia_monuste,Raphanus sativus,Cruciferae
Ascia_monuste,Allium cepa,Alliaceae
Ascia_monuste,Cleome,Capparaceae
Ascia_monuste,Cakile maritima,Cruciferae
Ascia_monuste,Lepidium virginicum,Cruciferae
Ascia_monuste,Capparis,Capparaceae
Ascia_monuste,Brassica rapa,Cruciferae
Asterocampa_clyton,,Polyphagous
Asterocampa_clyton,Celtis occidentalis,Ulmaceae
Asterocampa_clyton,Celtis,Ulmaceae
Asterocampa_clyton,Celtis laevigata,Ulmaceae
Asterocampa_clyton,Celtis lindheimeri,Ulmaceae
Asterocampa_clyton,Celtis tenuifolia,Ulmaceae
Asterocampa_clyton,Stenotaphrum secundatum,Gramineae
Asterocampa_idyja,Celtis,Ulmaceae
Asterocampa_leilia,Celtis pallida,Ulmaceae
Aterica_galene,Quisqualis indica,Combretaceae
Aterica_galene,Terminalia glaucescens,Combretaceae
Aterica_galene,Quisqualis,Combretaceae
Aterica_galene,Terminalia,Combretaceae
Aterica_galene,Quisqualis littorea,Combretaceae
Aterica_galene,Scutellaria,Labiatae
Aterica_galene,Combretum,Combretaceae
Aterica_galene,Scottellia,Flacourtiaceae
Aterica_galene,Typha,Typhaceae
Athyma_fortuna,Viburnum formosanum,Caprifoliaceae
Athyma_ranga,Chionanthus malabarica,Oleaceae
Athyma_ranga,Osmanthus fragrans,Oleaceae
Athyma_ranga,Olea dioica,Oleaceae
Athyma_ranga,Fraxinus retusa,Oleaceae
Athyma_selenophora,Randia armata,Rubiaceae
Athyma_selenophora,Adina cordifolia,Rubiaceae
Athyma_selenophora,Mussaenda parviflora,Rubiaceae
Athyma_selenophora,Adina pilulifera,Rubiaceae
Athyma_selenophora,Pavetta indica,Rubiaceae
Athyma_selenophora,Mussaenda frondosa,Rubiaceae
Athyma_selenophora,Mussaenda erosa,Rubiaceae
Athyma_selenophora,Wendlandia formosana,Rubiaceae
Athyma_selenophora,Glochidion rubrum,Euphorbiaceae
Atrophaneura_alcinous,Aristolochia debilis,Aristolochiaceae
Atrophaneura_alcinous,Aristolochia manchuriensis,Aristolochiaceae
Atrophaneura_laos,Aristolochia cucurbitifolia,Aristolochiaceae
Atrophaneura_laos,Aristolochia tagala,Aristolochiaceae
Azanus_mirza,,Sapindaceae
Azanus_mirza,Allophylus cobbe,Sapindaceae
Azanus_mirza,Dichrostachys,Fabaceae
Azanus_mirza,Allophylus,Sapindaceae
Azanus_mirza,Acacia nilotica,Fabaceae
Azanus_mirza,Dichrostachys cinerea,Fabaceae
Azanus_mirza,Acacia,Fabaceae
Baliochila_minima,,Lichenes
Baronia_brevicornis,Acacia cochliacantha,Fabaceae
Basilarchia_archippus,Malus,Rosaceae
Basilarchia_archippus,Quercus,Fagaceae
Basilarchia_archippus,Populus fremontii,Salicaceae
Basilarchia_archippus,Populus grandidentata,Salicaceae
Basilarchia_archippus,Populus,Salicaceae
Basilarchia_archippus,Populus X jackii,Salicaceae
Basilarchia_archippus,Populus deltoides,Salicaceae
Basilarchia_archippus,Licania michauxii,Chrysobalanaceae
Basilarchia_archippus,Populus nigra,Salicaceae
Basilarchia_archippus,Pyrus communis,Rosaceae
Basilarchia_archippus,Amelanchier,Rosaceae
Basilarchia_archippus,Malus pumila,Rosaceae
Basilarchia_archippus,Populus balsamifera,Salicaceae
Basilarchia_archippus,Populus heterophylla,Salicaceae
Basilarchia_archippus,Crataegus,Rosaceae
Basilarchia_archippus,Populus tremuloides,Salicaceae
Basilarchia_archippus,Populus alba,Salicaceae
Basilarchia_archippus,Betula papyrifera,Betulaceae
Basilarchia_archippus,Prunus serotina,Rosaceae
Basilarchia_archippus,Prunus domestica,Rosaceae
Basilarchia_archippus,Prunus,Rosaceae
Basilarchia_arthemis,Carpinus caroliniana,Corylaceae
Basilarchia_arthemis,Ostrya virginiana,Corylaceae
Basilarchia_arthemis,Crataegus,Rosaceae
Basilarchia_arthemis,Populus alba,Salicaceae
Basilarchia_arthemis,Alnus incana,Betulaceae
Basilarchia_arthemis,Sorbus,Rosaceae
Basilarchia_arthemis,Prunus serotina,Rosaceae
Basilarchia_arthemis,Prunus pensylvanica,Rosaceae
Basilarchia_arthemis,Alnus,Betulaceae
Basilarchia_arthemis,Populus,Salicaceae
Basilarchia_arthemis,Ulmus americana,Ulmaceae
Basilarchia_arthemis,Populus balsamifera,Salicaceae
Basilarchia_arthemis,Malus pumila,Rosaceae
Basilarchia_arthemis,Salix bebbiana,Salicaceae
Basilarchia_arthemis,Prunus virginiana,Rosaceae
Basilarchia_arthemis,Amelanchier,Rosaceae
Basilarchia_arthemis,Celtis,Ulmaceae
Basilarchia_arthemis,Malus,Rosaceae
Basilarchia_arthemis,Populus grandidentata,Salicaceae
Basilarchia_arthemis,Cydonia oblonga,Rosaceae
Basilarchia_arthemis,Populus deltoides,Salicaceae
Basilarchia_arthemis,Salix,Salicaceae
Basilarchia_arthemis,Populus heterophylla,Salicaceae
Basilarchia_arthemis,Populus tremuloides,Salicaceae
Basilarchia_arthemis,Betula,Betulaceae
Battus_belus,Aristolochia huberiana,Aristolochiaceae
Battus_crassus,,Aristolochiaceae
Battus_crassus,Aristolochia brasiliensis,Aristolochiaceae
Battus_philenor,Aristolochia odoratissima,Aristolochiaceae
Battus_philenor,Aristolochia serpentaria,Aristolochiaceae
Battus_philenor,Aristolochia watsonii,Aristolochiaceae
Battus_philenor,Aristolochia orbicularis,Aristolochiaceae
Battus_philenor,Aristolochia macrophylla,Aristolochiaceae
Battus_philenor,Aristolochia erecta,Aristolochiaceae
Battus_philenor,Aristolochia micrantha,Aristolochiaceae
Battus_philenor,Aristolochia californica,Aristolochiaceae
Battus_philenor,Ipomoea aculeata,Convolvulaceae
Battus_philenor,Calystegia longipes?,Convolvulaceae
Battus_philenor,Aristolochia littoralis,Aristolochiaceae
Battus_philenor,Polygonum convolvulus,Polygonaceae
Battus_philenor,Asarum,Aristolochiaceae
Battus_philenor,Aristolochia,Aristolochiaceae
Battus_philenor,Aristolochia reticulata,Aristolochiaceae
Battus_philenor,Polygonum,Polygonaceae
Battus_philenor,Aristolochia tomentosa,Aristolochiaceae
Battus_philenor,Asarum canadense,Aristolochiaceae
Battus_polydamas,Aristolochia trilobata,Aristolochiaceae
Battus_polydamas,Aristolochia brasiliensis,Aristolochiaceae
Battus_polydamas,Aristolochia serpentaria,Aristolochiaceae
Battus_polydamas,Citrus,Rutaceae
Battus_polydamas,Aristolochia pentandra,Aristolochiaceae
Battus_polydamas,Aristolochia macrophylla,Aristolochiaceae
Battus_polydamas,Aristolochia elegans,Aristolochiaceae
Battus_polydamas,Aristolochia rumicifolia,Aristolochiaceae
Battus_polydamas,Aristolochia macroura,Aristolochiaceae
Battus_polydamas,Aristolochia littoralis,Aristolochiaceae
Battus_polydamas,Aristolochia fimbriata,Aristolochiaceae
Battus_polydamas,Aristolochia triangularis,Aristolochiaceae
Battus_polydamas,Aristolochia,Aristolochiaceae
Battus_polydamas,Aristolochia ringens,Aristolochiaceae
Battus_polystictus,Aristolochia,Aristolochiaceae
Battus_polystictus,Aristolochia brasiliensis,Aristolochiaceae
Battus_polystictus,Aristolochia fimbriata,Aristolochiaceae
Bebearia_sophus,Chrysophyllum,Sapotaceae
Bebearia_sophus,Landolphia,Apocynaceae
Belenois_antsianaka,Thilachium,Capparaceae
Bhutanitis_lidderdalii,Aristolochia,Aristolochiaceae
Bhutanitis_lidderdalii,Aristolochia griffithii,Aristolochiaceae
Biblis_hyperia,Tragia volubilis,Euphorbiaceae
Biblis_hyperia,Laportea aestuans,Urticaceae
Biblis_hyperia,Tragia geraniifolia,Euphorbiaceae
Biblis_hyperia,Tragia incana,Euphorbiaceae
Bicyclus_anynana,,Gramineae
Bicyclus_anynana,Ehrharta erecta,Gramineae
Bicyclus_dorothea,,Gramineae
Bicyclus_dorothea,Oryza sativa,Gramineae
Bicyclus_dubia,,Gramineae
Bicyclus_iccius,,Gramineae
Bicyclus_medontias,Amomum,Zingiberaceae
Bicyclus_safitza,,Gramineae
Bicyclus_safitza,Ehrharta erecta,Gramineae
Bicyclus_vulgaris,Oryza sativa,Gramineae
Boloria_aquilonaris,Vaccinium oxycoccus,Ericaceae
Boloria_aquilonaris,Vaccinium palustris,Ericaceae
Boloria_aquilonaris,Vaccinium,Ericaceae
Boloria_aquilonaris,Polygonum,Polygonaceae
Boloria_aquilonaris,Viola,Violaceae
Boloria_euphrosyne,Viola riviniana,Violaceae
Boloria_euphrosyne,Viola palustris,Violaceae
Boloria_napaea,Viola biflora,Violaceae
Boloria_napaea,Polygonum viviparum,Polygonaceae
Boloria_napaea,Viola,Violaceae
Boloria_napaea,Vaccinium,Ericaceae
Boloria_napaea,Polygonum,Polygonaceae
Boloria_napaea,Polygonum bistortoides,Polygonaceae
Boloria_pales,Viola canina,Violaceae
Boloria_pales,Arabis,Cruciferae
Boloria_pales,Soldanella,Primulaceae
Boloria_pales,Viola calcarata,Violaceae
Boloria_pales,Viola montana,Violaceae
Boloria_sifanica,Vaccinium palustris,Ericaceae
Boloria_sifanica,Vaccinium,Ericaceae
Boloria_sifanica,Polygonum,Polygonaceae
Boloria_sifanica,Viola,Violaceae
Brassolis_sophorae,Cocos nucifera,Palmae
Brassolis_sophorae,Desmoncus,Palmae
Brassolis_sophorae,Cocos eriospatha,Palmae
Brassolis_sophorae,Roystonea regia,Palmae
Brassolis_sophorae,Phoenix dactylifera,Palmae
Brassolis_sophorae,Attalea,Palmae
Brassolis_sophorae,Musa,Musaceae
Brassolis_sophorae,Astrocaryum,Palmae
Brassolis_sophorae,Musa x paradisiaca,Musaceae
Brassolis_sophorae,Copernicia prunifera,Palmae
Brassolis_sophorae,Roystonea oleracea,Palmae
Brassolis_sophorae,Saccharum officinarum,Gramineae
Brassolis_sophorae,Chrysalidocarpus lutescens,Palmae
Brassolis_sophorae,Euterpe,Palmae
Brassolis_sophorae,Livistona australis,Palmae
Brassolis_sophorae,Bactris,Palmae
Brassolis_sophorae,Livistona chinensis,Palmae
Brassolis_sophorae,Orbignya,Palmae
Brenthis_daphne,Sanguisorba tenuifolia,Rosaceae
Brenthis_daphne,Rubus fruticosus,Rosaceae
Brenthis_daphne,Viola,Violaceae
Brenthis_daphne,Rubus idaeus,Rosaceae
Brenthis_daphne,Sanguisorba officinalis,Rosaceae
Brenthis_daphne,Sanguisorba,Rosaceae
Brenthis_hecate,Lotus,Fabaceae
Brenthis_hecate,Spiraea,Rosaceae
Brenthis_hecate,Rubus,Rosaceae
Brenthis_hecate,Dorycnium pentaphyllum ?,Fabaceae
Brenthis_ino,Spiraea,Rosaceae
Brenthis_ino,Filipendula ulmaria,Rosaceae
Brenthis_ino,Sanguisorba tenuifolia,Rosaceae
Brenthis_ino,Rubus,Rosaceae
Brenthis_ino,Rubus chamaemorus,Rosaceae
Brenthis_ino,Rubus saxatilis,Rosaceae
Brenthis_ino,Filipendula vulgaris,Rosaceae
Brenthis_ino,Filipendula,Rosaceae
Brenthis_ino,Rubus crataegifolius,Rosaceae
Brenthis_ino,Rubus idaeus,Rosaceae
Brenthis_ino,Aruncus dioicus,Rosaceae
Brenthis_ino,Sanguisorba officinalis,Rosaceae
Brenthis_ino,Spiraea prunifolia,Rosaceae
Brenthis_ino,Urtica urens,Urticaceae
Brintesia_circe,,Gramineae
Brintesia_circe,Arrhenatherum elatius,Gramineae
Brintesia_circe,Bromus sterilis,Gramineae
Brintesia_circe,Bromus hordeaceus,Gramineae
Brintesia_circe,Anthoxanthum odoratum,Gramineae
Brintesia_circe,Carex,Cyperaceae
Brintesia_circe,Festuca elegans,Gramineae
Brintesia_circe,Bromus,Gramineae
Brintesia_circe,Holcus lanatus,Gramineae
Brintesia_circe,Festuca,Gramineae
Brintesia_circe,Bromus secalinus,Gramineae
Brintesia_circe,Lolium,Gramineae
Brintesia_circe,Anthoxanthum,Gramineae
Brintesia_circe,Brachypodium phoenicoides,Gramineae
Brintesia_circe,Brachypodium,Gramineae
Brintesia_circe,Lolium perenne,Gramineae
Brintesia_circe,Elymus repens,Gramineae
Byblia_anvatara,Tragia benthamii,Euphorbiaceae
Byblia_anvatara,Dalechampia capensis,Euphorbiaceae
Byblia_anvatara,Tragia,Euphorbiaceae
Byblia_anvatara,Dalechampia,Euphorbiaceae
Byblia_anvatara,Tragia durbanensis,Euphorbiaceae
Byblia_anvatara,Tragia brevipes,Euphorbiaceae
Cacyreus_darius,,Labiatae
Cacyreus_darius,Solenostemon,Labiatae
Cacyreus_marshalli,,Geraniaceae
Cacyreus_marshalli,Geranium,Geraniaceae
Cacyreus_marshalli,Pelargonium,Geraniaceae
Caleta_elna,,Rhamnaceae
Caleta_elna,Ziziphus mauritiana,Rhamnaceae
Caleta_elna,Ziziphus oenoplia,Rhamnaceae
Caligo_idomeneus,,Marantaceae
Caligo_idomeneus,Palmeria,Monimiaceae
Caligo_idomeneus,Musa acuminata,Musaceae
Calinaga_buddha,Morus acidosa,Moraceae
Calinaga_buddha,Morus australis,Moraceae
Calisto_pulchella,Saccharum,Gramineae
Calisto_pulchella,Saccharum officinarum,Gramineae
Callithomia_hezia,Solanum sanctaeclarae,Solanaceae
Callithomia_lenea,Solanum,Solanaceae
Callophrys_ferrea,,Rosaceae
Callophrys_ferrea,Pieris japonica,Ericaceae
Callophrys_ferrea,Rhododendron,Ericaceae
Callophrys_ferrea,Enkianthus japonicus,Ericaceae
Candalides_geminus,,Lauraceae
Capronnieria_galesus,Lolium perenne,Gramineae
Cassionympha_cassius,Pentaschistis capensis,Gramineae
Cassionympha_cassius,Juncus capensis,Juncaceae
Cassionympha_cassius,Pentaschistis,Gramineae
Castalius_rosimon,,Rhamnaceae
Castalius_rosimon,Paliurus ramosissimus,Rhamnaceae
Castalius_rosimon,Ziziphus mauritiana,Rhamnaceae
Castalius_rosimon,Ziziphus jujuba,Rhamnaceae
Castalius_rosimon,Ziziphus oenoplia,Rhamnaceae
Castilia_myia,Justicia,Acanthaceae
Catacroptera_cloanthe,Justicia,Acanthaceae
Catacroptera_cloanthe,Ruellia cordata,Acanthaceae
Catacroptera_cloanthe,Phaulopsis,Acanthaceae
Catacroptera_cloanthe,Barleria stuhlmannii,Acanthaceae
Catacroptera_cloanthe,Barleria,Acanthaceae
Catacroptera_cloanthe,Asystasia gangetica,Acanthaceae
Catacroptera_cloanthe,Gomphocarpus,Asclepiadaceae
Catacroptera_cloanthe,Barleria opaca,Acanthaceae
Catacroptera_cloanthe,Justicia pulegioides,Acanthaceae
Catacroptera_cloanthe,Ruellia,Acanthaceae
Catacroptera_cloanthe,Ruellia itogoensis,Acanthaceae
Catacroptera_cloanthe,Phaulopsis falcisepala,Acanthaceae
Catacroptera_cloanthe,Asystasia,Acanthaceae
